id,sales
3000888,1.6974638157096789
3000889,1.5809321814359194
3000890,1.582574416826069
3000891,0.8048299646034012
3000892,0.19681577488032373
3000893,1.3614038899972822
3000894,1.4141842163304892
3000895,1.3332931849299903
3000896,1.4661156890698894
3000897,1.4934176757192807
3000898,0.7333579091599306
3000899,0.06386548054761924
3000900,1.6918661737718108
3000901,1.6222702602867545
3000902,1.3347932913698362
3000903,1.0900049462269896
3000904,0.09265481614907446
3000905,0.08907541066122171
3000906,0.05588809867689069
3000907,0.05186580594348826
3000908,0.0
3000909,0.08903469508617881
3000910,0.0887897462656378
3000911,0.0
3000912,0.09109943082349774
3000913,0.07551532505992922
3000914,0.052460903100684006
3000915,0.0
3000916,0.09157273385872998
3000917,0.09592999735349278
3000918,0.09385471592623479
3000919,0.0
3000920,5.674359106454848
3000921,3.9409427869664637
3000922,3.8832645622866964
3000923,3.4365567310177214
3000924,2.4231765478708214
3000925,4.237558417370197
3000926,1.0084719063837095
3000927,3.6895617503734557
3000928,1.050377333358294
3000929,1.0117564408590616
3000930,3.30487801166623
3000931,2.1509096592651042
3000932,4.6711985114154935
3000933,4.539044747048834
3000934,1.2453327097783125
3000935,3.3883599895922063
3000936,459.3478294893208
3000937,381.72550426921975
3000938,284.844245737294
3000939,238.6259050742834
3000940,133.21847679215125
3000941,298.46758735886914
3000942,471.9104726745356
3000943,304.79339371045387
3000944,303.3200079308915
3000945,187.36296650831477
3000946,175.6943614347003
3000947,140.74748479597784
3000948,214.48971653710072
3000949,221.72742258385068
3000950,186.16485525136866
3000951,170.11798186565855
3000952,0.22001185872228854
3000953,0.20667225223535846
3000954,0.15739895397008213
3000955,0.1728452131246775
3000956,0.07279579154614946
3000957,0.1926795563627418
3000958,0.20619689070639274
3000959,0.06123318678700833
3000960,0.16620291341013138
3000961,0.1478214146538751
3000962,0.1264127006889354
3000963,0.025232136820063075
3000964,0.14730173203527747
3000965,0.168500176559985
3000966,0.129397424680446
3000967,0.027711556032888347
3000968,246.9922372795457
3000969,203.19817308318417
3000970,163.90335461901904
3000971,145.8296612021483
3000972,67.63592499332607
3000973,160.62474806876259
3000974,154.6807966131163
3000975,129.08918289029154
3000976,153.05287497788075
3000977,91.84287430665208
3000978,93.40172350782534
3000979,61.10108250405014
3000980,106.8333370609364
3000981,104.77470267326136
3000982,96.74585384658967
3000983,71.43863136706793
3000984,5.757265968902004
3000985,5.473563229237803
3000986,4.46298463562774
3000987,2.9714429749964846
3000988,0.9500015701407283
3000989,4.1548081512088615
3000990,4.200801749892354
3000991,4.5065653055363395
3000992,5.287678088929784
3000993,4.640356120141108
3000994,2.9765158833369583
3000995,0.8470700286335475
3000996,4.295463744006673
3000997,3.9795257156857198
3000998,3.968289350144248
3000999,3.022455875968524
3001000,184.8665321701639
3001001,125.94688055263231
3001002,105.45871322852318
3001003,81.5348169179153
3001004,92.26064547796719
3001005,102.95898897956575
3001006,134.54511164423468
3001007,98.79186389249007
3001008,115.00471125212265
3001009,88.35588927306455
3001010,96.55487599705951
3001011,76.53034670664199
3001012,106.35984558929879
3001013,141.18121715965773
3001014,111.16745738301731
3001015,76.21513945588882
3001016,192.9469312113863
3001017,137.5870360265446
3001018,111.804898748785
3001019,94.82115830897251
3001020,124.88259585492916
3001021,135.43460954553922
3001022,115.52031151984546
3001023,118.23258184022252
3001024,153.59983170033007
3001025,97.54686753084019
3001026,92.87843070042328
3001027,79.64291924812743
3001028,133.68560756154963
3001029,154.7086049849062
3001030,135.10818133059198
3001031,82.42563644174803
3001032,109.3729688067433
3001033,87.35646216785511
3001034,83.49949461375317
3001035,72.49017852328791
3001036,51.751368685148734
3001037,92.49971932692782
3001038,87.54835302038182
3001039,69.68434003704438
3001040,86.51418671185823
3001041,63.39336250388697
3001042,59.571620363539424
3001043,39.09222835599992
3001044,78.40538969943007
3001045,71.60548591992384
3001046,60.54639654463388
3001047,50.614139212941424
3001048,81.48989581864933
3001049,17.136077696543897
3001050,65.13151300439264
3001051,17.651580570417728
3001052,13.502971400483798
3001053,18.780242067561282
3001054,21.033727116578856
3001055,19.13876568249621
3001056,19.726164715839705
3001057,65.67635595007751
3001058,16.77803362822482
3001059,15.698955179508824
3001060,20.127535275089933
3001061,16.019704581948627
3001062,14.209482114585258
3001063,12.550304044524712
3001064,58.44518325601234
3001065,16.784509803856515
3001066,13.936409086443943
3001067,14.853288436942155
3001068,12.734821427860796
3001069,17.26123423501175
3001070,14.889758350305566
3001071,15.43870332988119
3001072,16.772514224187848
3001073,57.25345961345789
3001074,13.442170373654283
3001075,11.266231552060336
3001076,14.097131800354862
3001077,15.364244680732384
3001078,55.567106259014565
3001079,45.90882790409616
3001080,556.2518061937211
3001081,478.60389413480107
3001082,309.39263735477397
3001083,251.52422999188536
3001084,169.22914768923116
3001085,319.584620971374
3001086,560.8939089681232
3001087,329.0961997774711
3001088,305.10497073324103
3001089,206.04142260916709
3001090,191.8008949682691
3001091,129.96975741466176
3001092,226.82373516686613
3001093,236.82961568610068
3001094,207.07538299185723
3001095,184.23748785563262
3001096,6.933360749170374
3001097,6.49519083459794
3001098,4.505456190875919
3001099,4.319705883941985
3001100,2.237397991522741
3001101,5.937871615090617
3001102,5.235732632214037
